neighbourhood_group,price,room_type
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Shared room
Central Region,49,Private room
West Region,49,Private room
North-East Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
East Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
East Region,49,Private room
North Region,49,Private room
Central Region,49,Private room
North-East Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
North-East Region,49,Private room
North Region,49,Private room
West Region,49,Private room
Central Region,49,Private room
North-East Region,49,Private room
Central Region,49,Shared room
West Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
North Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Shared room
Central Region,49,Private room
North Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
North Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
North-East Region,49,Private room
Central Region,49,Private room
Central Region,49,Shared room
Central Region,49,Private room
West Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
West Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
North Region,49,Private room
Central Region,49,Private room
East Region,49,Private room
North-East Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
Central Region,49,Private room
North Region,47,Private room
West Region,47,Private room
West Region,47,Private room
West Region,47,Private room
Central Region,47,Private room
West Region,47,Private room
North-East Region,47,Private room
East Region,47,Private room
Central Region,47,Private room
West Region,47,Private room
West Region,47,Shared room
Central Region,47,Private room
Central Region,46,Private room
Central Region,46,Private room
West Region,46,Private room
Central Region,46,Private room
Central Region,46,Entire home/apt
Central Region,46,Private room
North-East Region,46,Private room
Central Region,46,Private room
West Region,46,Private room
Central Region,46,Shared room
Central Region,46,Private room
Central Region,46,Private room
North-East Region,46,Private room
Central Region,46,Shared room
Central Region,46,Private room
West Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
North-East Region,44,Private room
Central Region,44,Private room
West Region,44,Private room
Central Region,44,Private room
North-East Region,44,Private room
East Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
North Region,44,Private room
East Region,44,Private room
Central Region,44,Shared room
Central Region,44,Private room
East Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Shared room
Central Region,44,Shared room
North-East Region,44,Private room
Central Region,44,Private room
Central Region,44,Shared room
West Region,44,Private room
North-East Region,44,Private room
East Region,44,Private room
Central Region,44,Shared room
West Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
North-East Region,44,Private room
Central Region,44,Private room
North-East Region,44,Private room
West Region,44,Private room
West Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
East Region,44,Private room
North Region,44,Private room
Central Region,44,Private room
North-East Region,44,Private room
East Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
East Region,44,Private room
Central Region,44,Shared room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
West Region,44,Private room
Central Region,44,Shared room
North Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Shared room
West Region,44,Private room
East Region,44,Private room
North Region,44,Private room
Central Region,44,Private room
Central Region,44,Shared room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
West Region,44,Private room
West Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
North-East Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
North-East Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
North Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
West Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
Central Region,44,Private room
